Titres;*chaine_BarbareCivilise;*chaine_FDENEWS;*chaine_JulienRochedy;*chaine_codeReinho;*chaine_LeRaptor;*chaine_ThaisdEscufon;*chaine_VAplus;*chaine_LAssimile;*chaine_Valek;*chaine_Psyhodelik;*chaine_BrunoleSale;*chaine_ElRayhan;*chaine_BENCHCIGARS;*chaine_Ring
armer;0;0;0;3;1;0;0;0;0;0;0;0;0;0
phénomène;0;0;0;1;0;2;1;0;0;0;0;0;0;0
arrêté;0;0;0;2;0;0;0;0;0;0;0;0;0;0
six;0;0;0;1;1;0;0;4;0;0;0;0;1;0
lobbys;0;0;0;2;0;0;0;0;0;0;0;0;0;0
usa;0;0;0;1;0;0;1;0;1;0;0;0;0;0
aucun;0;0;0;2;2;3;3;1;2;1;0;2;0;1
résultat;0;0;0;2;0;0;0;0;0;1;0;0;1;0
faits;0;0;0;3;2;0;1;0;1;0;0;1;0;0
concernant;0;0;0;1;1;1;3;0;1;0;0;0;2;0
actes;0;0;0;1;0;0;0;2;0;0;0;0;0;0
violence;0;0;0;3;1;0;2;2;4;1;0;0;0;8
excepté;0;0;0;1;1;0;0;0;1;0;0;0;0;0
malgré;0;0;0;2;0;1;1;1;0;0;1;0;0;0
astronomique;0;0;0;2;0;0;0;0;0;0;0;0;0;0
usuls;0;0;0;4;0;0;0;0;0;0;0;0;0;0
arnaud;0;0;0;2;0;0;0;0;0;0;0;0;0;0
co;0;0;0;1;0;0;0;1;0;0;0;0;0;0
vide;0;0;0;1;0;1;1;0;0;0;0;0;0;0
régime;0;0;0;5;0;0;1;1;0;0;0;0;0;0
communiste;0;0;0;5;1;3;0;0;1;0;1;1;0;2
sortent;0;0;0;1;0;0;0;0;0;0;0;0;1;1
crise;0;0;0;1;0;1;3;0;0;1;0;0;0;0
respecter;0;0;0;1;0;0;0;0;0;0;0;0;0;2
nécessaire;0;0;0;1;1;1;0;0;1;1;0;0;0;0
fonctionne;0;0;0;1;1;0;0;1;3;0;3;2;1;0
laxiste;0;0;0;1;0;0;0;0;1;0;0;0;0;0
nôtre;0;0;0;1;0;1;0;1;0;0;0;1;0;0
plu;0;0;0;2;1;0;0;1;0;0;1;0;1;0
maître;0;0;0;1;0;0;0;2;0;0;0;0;0;0
goulag;0;0;0;1;0;0;0;0;1;0;0;0;0;0
cran;0;0;0;2;0;0;0;0;0;0;0;0;0;0
plaît;0;0;0;1;1;0;0;0;0;2;0;0;0;0
pleure;0;0;0;1;0;0;0;0;0;1;0;0;0;0
coin;0;0;0;1;0;0;0;0;0;0;0;0;0;1
souhaitent;0;0;0;2;0;0;0;0;0;0;0;0;0;0
grève;0;0;0;2;0;0;0;0;0;0;0;0;0;1
sauter;0;0;0;1;0;0;0;0;0;0;0;0;0;1
sympa;0;0;0;1;0;0;2;0;0;0;0;0;2;0
élan;0;0;0;1;0;0;0;0;0;0;0;0;0;2
tombés;0;0;0;1;0;0;1;0;0;1;0;0;0;0
syndicalistes;0;0;0;1;1;0;0;0;0;0;0;0;0;0
comprennent;0;0;0;1;2;0;0;0;0;0;0;0;0;1
souci;0;0;0;1;0;1;1;1;1;0;0;0;0;0
lors;0;0;0;1;1;0;2;2;4;0;0;0;0;0
radio;0;0;0;2;0;0;2;0;0;0;0;0;0;1
vrais;0;0;0;2;0;0;0;0;0;0;0;0;1;0
partis;0;0;0;2;1;0;1;0;0;0;0;0;0;0
régimes;0;0;0;2;0;0;0;0;0;0;0;0;0;0
politiquement;0;0;0;1;3;0;0;0;0;0;0;0;0;1
combat;0;0;0;2;1;1;1;1;0;1;3;0;1;3
chine;0;0;0;1;0;0;1;0;0;0;1;0;0;0
lénine;0;0;0;1;0;0;0;0;1;0;0;0;0;0
stalinien;0;0;0;1;0;0;1;0;0;1;0;0;0;0
insurrection;0;0;0;1;0;0;0;0;4;0;0;0;0;0
nazisme;0;0;0;2;0;0;0;0;1;0;0;0;0;2
président;0;0;0;2;0;2;6;0;0;0;0;0;0;0
banalisation;0;0;0;2;0;0;0;0;0;0;0;0;0;0
propagande;0;0;0;1;0;5;0;0;0;0;0;0;0;0
pue;0;0;0;1;0;0;0;0;0;0;1;0;0;0
fier;0;0;0;1;0;0;1;1;0;0;0;1;0;0
contrat;0;0;0;1;0;0;0;0;0;0;0;1;0;0
majoritairement;0;0;0;1;0;0;0;0;0;0;0;0;1;0
politiciens;0;0;0;1;0;0;0;0;0;0;2;0;0;0
emmanuel;0;0;0;1;1;0;1;0;0;0;0;0;0;0
oeil;0;0;0;2;0;0;0;0;0;0;0;0;2;0
vivons;0;0;0;1;0;1;0;0;0;0;0;0;0;0
sécurité;0;0;0;1;0;1;0;0;2;1;0;0;1;1
contrairement;0;0;0;1;0;1;1;0;1;0;0;1;1;2
achète;0;0;0;1;0;0;0;0;0;0;0;4;0;1
neuf;0;0;0;1;0;0;0;1;0;1;1;0;0;0
communément;0;0;0;1;0;1;0;0;0;0;0;0;0;0
crachent;0;0;0;2;0;0;0;1;0;0;1;0;0;0
matériel;0;0;0;1;0;0;0;0;0;0;0;0;1;0
normaux;0;0;0;2;0;0;0;0;0;0;1;0;0;0
immeuble;0;0;0;1;0;0;0;1;0;0;0;0;0;0
travailler;0;0;0;1;3;0;0;0;1;1;0;1;0;2
insécurité;0;0;0;1;0;0;3;1;1;0;0;0;0;0
communiqué;0;0;0;1;0;0;1;0;0;0;0;0;0;2
inquiétez;0;0;0;1;1;0;0;0;0;0;1;0;1;0
voyez;0;0;0;1;2;0;0;0;0;0;0;2;0;0
retrouvez;0;0;0;1;0;0;0;0;0;0;0;0;2;0
armées;0;0;0;2;0;0;0;0;1;0;0;0;0;0
couilles;0;0;0;2;0;0;0;0;0;2;4;0;0;7
demanderez;0;0;0;1;0;1;0;0;0;0;0;0;0;0
nazis;0;0;0;1;2;0;0;0;0;2;0;0;0;0
bulle;0;0;0;2;0;0;0;0;0;0;0;0;0;0
protection;0;0;0;2;0;0;0;0;1;0;0;0;0;0
maisons;0;0;0;1;0;0;0;0;1;0;0;0;0;1
campagnes;0;0;0;1;2;0;0;0;0;0;0;0;0;0
petits;0;0;0;1;2;0;0;1;0;0;1;0;0;3
devrais;0;0;0;1;0;0;0;0;0;0;1;0;1;0
déménagement;0;0;0;1;0;0;0;0;1;0;0;0;0;0
village;0;0;0;1;0;0;0;0;1;0;0;0;0;1
marrant;0;0;0;1;0;0;0;0;0;0;0;0;2;0
balles;0;0;0;1;5;0;0;0;1;0;0;2;1;0
récents;0;0;0;1;1;0;0;0;0;0;0;0;1;0
hommes;0;0;0;1;7;3;4;1;13;7;2;0;0;3
armés;0;0;0;1;0;0;0;0;2;0;0;0;0;0
survivalistes;0;0;0;5;0;0;0;0;0;0;0;0;0;0
arrière;0;0;0;1;0;0;0;0;0;0;1;0;0;1
plan;0;0;0;2;0;1;1;0;1;1;0;0;0;0
deviendrait;0;0;0;1;0;0;0;1;0;0;0;0;0;0
partir;0;0;0;1;1;4;0;1;0;0;1;0;2;4
vivent;0;0;0;1;1;0;0;0;0;0;0;1;0;1
dès;0;0;0;1;2;2;4;4;1;0;1;0;0;0
morts;0;0;0;1;1;0;3;0;2;0;1;0;2;0
désolé;0;0;0;2;0;0;0;0;0;1;0;0;1;1
retiré;0;0;0;2;0;0;0;0;0;0;0;0;1;0
méchants;0;0;0;5;0;0;0;2;0;1;1;0;0;0
projet;0;0;0;1;0;8;1;1;0;0;0;0;0;1
mouvance;0;0;0;1;0;0;1;0;0;0;0;0;0;0
illégales;0;0;0;2;1;0;0;0;0;0;0;0;0;0
sombres;0;0;0;1;0;0;0;0;0;0;0;0;1;0
couteau;0;0;0;4;0;0;0;0;1;0;0;0;1;0
brûlé;0;0;0;1;0;0;1;0;0;0;0;0;0;0
falloir;0;0;0;1;1;0;0;0;0;0;0;0;0;3
traîne;0;0;0;1;0;0;0;1;0;0;0;0;0;0
marlène;0;0;0;1;1;0;0;0;0;0;0;0;0;0
schiappa;0;0;0;1;1;0;0;0;0;0;0;0;0;0
libération;0;0;0;1;0;0;3;0;0;1;0;0;0;0
youtuber;0;0;0;1;1;0;0;0;0;0;0;1;0;0
entièrement;0;0;0;1;0;0;0;0;1;0;0;0;0;0
fausse;0;0;0;1;0;2;0;0;0;0;0;1;0;0
infos;0;0;0;2;2;0;0;0;0;0;0;0;2;0
marine;0;0;0;1;0;7;1;0;0;0;0;0;0;0
souviens;0;0;0;1;0;0;0;0;0;0;1;0;0;0
interdire;0;0;0;2;2;0;0;0;1;0;0;0;0;0
port;0;0;0;1;2;1;1;0;17;1;0;0;0;1
interdisant;0;0;0;2;0;0;0;0;0;0;0;0;0;0
finit;0;0;0;1;0;0;0;0;1;0;0;0;0;1
courage;0;0;0;1;0;2;2;0;0;0;0;0;0;0
discours;0;0;0;1;1;7;3;4;0;0;0;0;0;1
influenceurs;0;0;0;1;0;0;0;0;0;0;0;2;0;0
entraîne;0;0;0;1;0;0;0;1;0;0;0;0;0;0
concrètement;0;0;0;1;0;0;0;1;0;0;0;2;0;0
avoue;0;0;0;1;0;0;0;0;0;0;0;0;1;0
monopole;0;0;0;2;0;0;0;0;1;0;0;0;0;0
tireurs;0;0;0;2;0;0;0;0;1;0;0;0;2;0
lancé;0;0;0;1;0;0;1;0;0;0;0;0;0;0
parlent;0;0;0;2;0;0;1;0;0;0;0;0;0;0
coca;0;0;0;1;0;0;0;0;0;0;0;0;1;0
convaincu;0;0;0;1;0;0;1;0;0;0;0;0;0;0
sujets;0;0;0;1;1;2;0;0;0;0;0;0;0;0
art;0;0;0;1;2;0;0;0;0;0;0;0;0;3
ira;0;0;0;1;0;0;0;0;0;0;1;0;0;0
mj;0;0;0;1;0;0;0;0;0;1;0;0;0;0
armement;0;0;0;1;0;0;0;0;0;0;0;0;4;0
crédible;0;0;0;1;0;0;0;0;1;0;0;0;0;0
arrivera;0;0;0;1;0;0;0;0;0;0;0;0;1;0
moindre;0;0;0;2;0;2;0;0;0;0;0;0;0;0
pourrir;0;0;0;1;0;0;0;0;0;0;0;0;0;1
h;0;0;0;1;0;1;1;0;0;0;0;0;1;5
époque;0;0;0;3;0;7;1;0;2;1;1;0;16;5
professionnel;0;0;0;1;0;0;0;0;1;0;0;0;0;1
abonnés;0;0;0;6;1;1;0;2;0;1;1;1;0;0
sept;0;0;0;1;1;0;0;0;0;0;0;0;0;0
amateurs;0;0;0;1;0;0;0;0;1;0;0;0;0;0
ridicule;0;0;0;1;3;0;0;0;0;0;0;0;0;0
énorme;0;0;0;1;0;0;0;1;1;0;0;0;1;8
gagne;0;0;0;1;0;2;0;0;0;0;0;3;0;0
rendu;0;0;0;1;0;1;0;0;0;0;0;0;1;1
monte;0;0;0;1;0;2;0;0;0;0;0;0;0;1
facilité;0;0;0;2;0;0;0;0;2;0;0;0;0;0
qualité;0;0;0;1;0;1;0;0;0;0;0;0;3;0
suivent;0;0;0;1;0;1;0;0;0;1;0;1;1;0
monté;0;0;0;2;0;0;0;0;0;1;0;0;1;0
perdu;0;0;0;1;0;0;0;0;0;0;0;1;0;1
vannes;0;0;0;1;0;0;0;0;0;0;0;1;0;0
balancent;0;0;0;1;1;0;0;0;0;0;0;0;0;0
désinformation;0;0;0;1;0;0;0;0;0;1;0;0;0;0
caméra;0;0;0;1;0;1;0;0;0;0;0;0;0;1
filmé;0;0;0;1;1;1;0;0;0;0;0;0;0;0
balance;0;0;0;1;0;1;1;1;0;0;2;0;0;1
devait;0;0;0;1;1;0;1;1;0;0;0;0;0;0
réussi;0;0;0;1;0;1;0;0;1;0;0;0;0;0
retourner;0;0;0;1;0;0;0;0;1;0;0;0;0;0
nationaliste;0;0;0;1;0;0;1;0;0;0;0;0;0;0
diffuser;0;0;0;1;0;0;0;0;0;1;0;0;0;0
coût;0;0;0;1;0;0;0;0;0;0;0;1;0;0
total;0;0;0;1;0;0;1;0;1;0;0;0;0;0
incite;0;0;0;1;1;0;0;0;0;0;0;0;0;0
attaques;0;0;0;2;0;1;0;0;0;0;0;0;0;0
poing;0;0;0;1;0;0;0;0;1;0;0;0;3;0
fer;0;0;0;1;1;0;0;0;0;0;0;0;0;4
idéologique;0;0;0;1;0;1;0;0;0;0;0;0;0;0
favorise;0;0;0;1;0;0;0;1;0;0;0;1;0;0
découvre;0;0;0;1;0;0;1;0;0;0;0;0;0;0
agression;0;0;0;1;0;0;3;1;0;0;0;0;0;3
totalement;0;0;0;1;1;0;1;0;1;13;0;3;0;0
pire;0;0;0;2;1;2;1;2;1;0;2;0;0;3
horreur;0;0;0;2;0;4;0;0;1;0;0;0;0;0
gnagnagna;0;0;0;2;0;0;0;0;0;0;0;0;0;0
terroristes;0;0;0;2;0;0;0;0;1;0;0;0;0;0
légale;0;0;0;1;0;1;0;0;0;0;0;1;0;0
racistes;0;0;0;1;0;0;2;0;0;0;0;0;0;0
journal;0;0;0;1;1;0;0;0;0;0;0;0;0;2
danger;0;0;0;2;0;2;1;0;2;0;4;0;0;1
déni;0;0;0;2;0;0;0;0;0;0;0;0;0;0
vaut;0;0;0;2;0;0;2;0;0;3;0;6;2;1
achetez;0;0;0;1;0;0;0;0;1;0;0;1;0;0
légalement;0;0;0;2;1;0;0;1;0;0;0;0;0;0
potentiel;0;0;0;1;0;0;1;0;0;1;0;0;0;0
survivre;0;0;0;1;0;0;0;1;0;0;0;2;0;0
branle;0;0;0;2;1;0;0;0;1;0;0;0;0;0
survie;0;0;0;2;0;0;0;0;0;0;0;0;0;0
sélection;0;0;0;1;0;0;0;0;0;1;0;0;0;0
naturelle;0;0;0;1;0;0;0;0;0;0;1;0;0;0
sacrée;0;0;0;1;0;0;0;0;0;0;0;0;0;1
disent;0;0;0;2;2;0;1;2;0;1;1;1;0;6
risque;0;0;0;2;1;2;2;0;1;0;1;0;0;0
civile;0;0;0;2;0;0;0;0;0;0;0;0;0;0
preuve;0;0;0;3;0;0;1;1;0;1;0;0;0;0
ancien;0;0;0;2;2;0;0;0;1;1;0;0;0;1
chef;0;0;0;1;2;0;0;0;0;0;0;0;0;1
eric;0;0;0;1;12;0;1;0;0;0;0;0;0;0
zemmour;0;0;0;1;14;13;0;0;0;0;0;0;0;0
lieu;0;0;0;1;2;0;1;1;2;0;1;1;0;2
voulaient;0;0;0;1;1;0;0;0;0;0;0;0;1;0
désarmer;0;0;0;2;0;0;0;0;1;0;0;0;0;0
civils;0;0;0;1;0;0;0;0;1;0;0;0;0;0
allemagne;0;0;0;2;0;0;2;0;3;1;3;0;0;1
faudrait;0;0;0;1;1;1;1;1;0;0;0;0;0;1
arrêter;0;0;0;1;1;2;1;2;1;0;3;3;0;0
attaque;0;0;0;1;2;1;1;0;1;0;0;0;1;0
millions;0;0;0;1;2;2;3;0;0;0;0;0;3;0
circulation;0;0;0;1;0;0;0;0;2;0;0;0;0;0
contrôle;0;0;0;1;1;0;0;0;0;0;0;0;0;0
trafic;0;0;0;1;1;0;1;0;0;1;0;0;0;0
servent;0;0;0;1;0;1;4;0;0;0;0;0;0;0
incité;0;0;0;1;0;0;1;0;0;0;0;0;0;0
pression;0;0;0;1;1;0;0;0;0;0;1;0;1;1
lutté;0;0;0;1;0;1;0;0;0;0;0;0;0;0
injustices;0;0;0;1;0;1;0;0;0;0;0;0;0;0
mets;0;0;0;2;1;1;0;0;0;2;0;1;5;3
pote;0;0;0;2;0;0;0;0;0;0;0;0;0;0
citation;0;0;0;1;0;2;0;1;0;0;0;0;0;0
socialiste;0;0;0;1;0;0;3;0;0;0;0;0;0;1
posséder;0;0;0;1;0;0;0;0;8;0;0;0;0;0
montre;0;0;0;2;0;1;1;0;2;0;0;3;2;0
concurrents;0;0;0;1;0;0;0;0;1;0;0;0;0;0
permis;0;0;0;1;0;0;0;0;1;0;0;1;0;0
préparé;0;0;0;1;0;1;2;0;0;0;0;0;0;0
fonctionné;0;0;0;1;0;0;0;0;0;0;1;0;0;0
désarmement;0;0;0;2;0;0;0;0;0;0;0;0;0;0
récent;0;0;0;1;0;0;0;0;0;0;1;0;1;0
super;0;0;0;1;2;0;0;0;0;0;1;0;3;0
dure;0;0;0;2;1;1;0;1;0;1;0;2;0;0
guerriers;0;0;0;1;0;0;0;0;1;0;0;0;0;0
rentré;0;0;0;1;0;0;0;0;0;0;0;0;0;2
problématique;0;0;0;1;0;1;1;0;0;0;0;0;0;2
ferme;0;0;0;1;0;0;0;0;0;0;0;0;0;1
péter;0;0;0;1;0;0;0;0;0;2;1;0;0;0
tienne;0;0;0;1;0;1;0;1;0;0;0;0;0;0
plaindre;0;0;0;1;0;1;1;1;0;1;1;0;0;0
cyprien;0;0;0;1;0;0;0;0;0;0;0;0;0;2
trouves;0;0;0;1;1;0;0;0;0;0;0;0;0;0
garder;0;0;0;1;0;0;0;0;1;0;0;0;1;0
jeux;0;0;0;1;2;0;0;0;1;3;2;0;4;0
révolte;0;0;0;1;0;0;0;0;2;0;0;0;0;0
fusil;0;0;0;1;0;0;0;0;0;0;0;0;10;0
manquent;0;0;0;1;1;0;0;0;0;0;0;0;0;0
chaussettes;0;0;0;1;0;0;0;0;0;0;0;0;0;2
meufs;0;0;0;1;0;0;0;0;0;0;3;1;0;0
groupes;0;0;0;1;1;1;2;0;0;0;0;0;0;0
arrières;0;0;0;1;0;0;1;0;0;0;0;0;0;0
confortable;0;0;0;1;3;0;0;0;0;0;0;1;0;0
irresponsable;0;0;0;1;0;0;0;1;0;0;0;0;0;0
résumé;0;0;0;1;0;0;0;0;0;0;0;0;0;1
arme;0;0;0;1;1;1;0;1;27;0;0;0;5;0
acheté;0;0;0;1;0;0;0;0;0;0;0;1;0;0
tee;0;0;0;1;1;0;0;0;0;0;0;0;1;0
shirt;0;0;0;1;1;0;0;0;0;0;0;0;0;1
concerts;0;0;0;1;0;0;0;0;0;0;0;0;0;1
radical;0;0;0;1;0;3;1;0;0;0;1;0;0;0
mea;0;0;0;1;0;1;0;0;0;0;0;0;0;0
culpa;0;0;0;1;0;1;0;0;0;0;0;0;0;0
sentent;0;0;0;1;2;0;0;0;0;0;0;0;0;0
physique;0;0;0;1;3;0;3;0;2;0;17;0;2;4
questions;0;0;0;1;1;2;1;0;0;2;0;0;0;0
jeter;0;0;0;1;0;1;0;0;0;0;0;0;0;0
meilleure;0;0;0;0;1;0;0;1;0;1;2;2;0;0
revue;0;0;0;0;3;0;3;0;0;0;0;0;0;0
actualité;0;0;0;0;5;3;7;1;0;0;1;1;2;0
présents;0;0;0;0;1;0;0;1;0;0;0;0;1;0
the;0;0;0;0;1;1;0;0;0;1;3;0;0;0
jungle;0;0;0;0;1;0;0;0;0;0;0;0;0;1
connaissez;0;0;0;0;2;1;1;0;0;0;0;0;0;0
claire;0;0;0;0;1;0;0;0;0;0;0;1;0;0
carré;0;0;0;0;1;0;0;0;0;0;0;0;1;1
précise;0;0;0;0;1;0;0;0;0;0;0;0;1;0
habitude;0;0;0;0;1;0;0;0;3;0;0;0;0;0
programme;0;0;0;0;4;3;2;0;0;0;0;0;1;1
chargé;0;0;0;0;3;0;1;0;0;0;0;1;0;0
athlète;0;0;0;0;5;0;0;0;1;0;0;0;0;2
olympiques;0;0;0;0;2;0;0;0;0;0;0;0;0;0
raptor;0;0;0;0;8;0;0;0;0;0;0;0;0;0
lgbt;0;0;0;0;1;2;1;0;0;3;0;0;0;0
rugby;0;0;0;0;5;0;0;0;0;0;0;0;0;2
têtes;0;0;0;0;1;0;0;0;0;0;0;0;1;1
dragons;0;0;0;0;1;0;0;0;0;1;0;0;0;0
trans;0;0;0;0;9;23;1;0;0;6;0;0;0;0
compétitions;0;0;0;0;3;0;0;0;0;0;0;0;0;0
officielles;0;0;0;0;2;0;0;0;0;0;0;0;0;0
saison;0;0;0;0;2;0;0;0;0;0;0;0;0;0
fédération;0;0;0;0;3;0;0;0;0;0;0;0;0;0
lundi;0;0;0;0;1;0;1;0;0;0;0;0;0;0
sportive;0;0;0;0;1;0;0;0;0;0;0;1;0;0
athlètes;0;0;0;0;2;0;0;0;1;0;0;0;0;1
règlement;0;0;0;0;1;0;0;0;0;1;0;0;0;0
énormes;0;0;0;0;3;0;0;0;1;0;0;0;0;0
progrès;0;0;0;0;2;1;0;0;0;0;0;0;0;0
bravo;0;0;0;0;1;0;2;0;0;0;0;0;0;0
cocorico;0;0;0;0;1;0;1;0;0;0;0;0;0;0
équipes;0;0;0;0;2;0;0;0;0;0;0;0;0;0
cohérence;0;0;0;0;1;2;1;0;0;0;0;0;0;0
transphobes;0;0;0;0;1;0;0;0;0;4;0;0;0;0
devenir;0;0;0;0;5;4;0;3;2;2;3;0;0;1
hormones;0;0;0;0;2;0;0;0;1;0;0;0;0;0
transforme;0;0;0;0;2;0;0;1;0;0;0;0;0;0
clair;0;0;0;0;2;3;0;1;2;0;0;0;1;1
devenus;0;0;0;0;1;0;0;0;0;0;1;0;0;0
disposition;0;0;0;0;1;0;0;0;0;0;0;0;0;2
contraints;0;0;0;0;1;0;0;0;0;0;1;0;0;0
restriction;0;0;0;0;2;1;0;0;0;0;0;0;0;0
gardé;0;0;0;0;1;0;0;0;0;0;0;0;0;2
pénis;0;0;0;0;1;1;0;0;0;2;0;0;0;0
couper;0;0;0;0;1;1;0;0;0;0;0;0;1;0
traitement;0;0;0;0;2;1;1;0;0;0;0;0;0;0
dépasse;0;0;0;0;1;0;1;0;0;0;0;0;0;0
litre;0;0;0;0;2;0;0;0;0;0;0;0;0;0
testostérone;0;0;0;0;4;0;0;0;3;0;0;0;0;0
sport;0;0;0;0;3;0;1;0;0;0;5;0;0;1
traitements;0;0;0;0;1;2;0;0;0;0;0;0;0;0
hormonaux;0;0;0;0;1;2;0;0;1;0;0;0;0;0
performances;0;0;0;0;2;0;0;0;0;0;0;0;0;0
visiblement;0;0;0;0;2;0;0;0;2;0;0;0;0;0
salle;0;0;0;0;1;0;0;0;0;0;0;0;0;1
diminuer;0;0;0;0;1;0;0;0;1;0;0;0;0;0
méfie;0;0;0;0;1;0;1;0;0;0;0;0;0;0
complotistes;0;0;0;0;1;0;0;0;0;1;0;0;0;0
norme;0;0;0;0;1;0;2;0;0;0;0;0;0;0
inclusion;0;0;0;0;1;0;1;0;0;0;0;0;0;0
cours;0;0;0;0;1;2;3;0;0;0;4;0;3;1
svt;0;0;0;0;1;0;0;0;1;0;0;0;0;0
expérience;0;0;0;0;1;1;0;0;0;0;0;0;0;0
dessin;0;0;0;0;1;0;0;0;0;0;0;0;0;4
attentes;0;0;0;0;1;0;0;0;0;1;0;0;0;0
suggestions;0;0;0;0;1;1;0;0;0;0;0;0;0;0
écho;0;0;0;0;1;0;0;1;0;0;0;0;0;0
barrent;0;0;0;0;2;0;0;0;0;0;0;0;0;0
haltérophilie;0;0;0;0;2;0;0;0;0;0;0;0;0;0
néo;0;0;0;0;3;0;0;0;1;0;0;0;0;0
participé;0;0;0;0;2;0;1;0;0;0;0;0;0;0
olympique;0;0;0;0;1;0;0;0;0;0;0;0;1;0
pouvait;0;0;0;0;3;0;0;0;3;0;0;0;0;0
clichés;0;0;0;0;1;0;0;0;0;0;0;0;1;0
avantage;0;0;0;0;1;0;0;1;0;0;0;0;1;0
nés;0;0;0;0;1;0;1;0;0;0;0;0;0;0
capacités;0;0;0;0;1;0;1;0;0;0;0;0;0;0
déconstruire;0;0;0;0;1;0;0;0;1;0;0;0;0;0
fil;0;0;0;0;3;0;0;0;0;0;1;0;0;1
chronologique;0;0;0;0;1;0;0;0;0;0;0;0;1;0
intelligent;0;0;0;0;1;0;0;0;0;0;1;1;0;0
encourage;0;0;0;0;2;1;0;0;0;0;0;1;0;0
beau;0;0;0;0;1;1;0;2;2;1;1;0;0;4
féminins;0;0;0;0;1;0;1;0;0;0;0;0;0;0
disparaître;0;0;0;0;1;0;0;0;0;0;1;0;0;1
féminisme;0;0;0;0;1;4;3;0;1;3;2;0;0;0
défendu;0;0;0;0;1;1;0;0;0;0;0;0;0;0
next;0;0;0;0;4;0;0;0;0;0;0;0;0;0
news;0;0;0;0;8;0;0;0;0;0;0;0;0;0
éviter;0;0;0;0;2;0;1;0;0;0;0;1;0;0
arrête;0;0;0;0;2;0;1;0;0;0;1;0;0;7
éternel;0;0;0;0;1;0;0;0;1;0;0;1;0;0
premières;0;0;0;0;2;0;0;0;2;1;0;0;0;0
rapportés;0;0;0;0;2;0;0;0;0;0;0;0;0;0
service;0;0;0;0;1;0;2;1;2;0;0;0;0;1
gouffre;0;0;0;0;2;0;0;0;0;0;0;0;0;0
fiable;0;0;0;0;1;0;0;0;0;0;1;0;0;0
fou;0;0;0;0;2;0;1;0;0;1;0;0;0;0
masque;0;0;0;0;4;0;0;0;1;0;0;0;0;0
extérieur;0;0;0;0;5;0;0;0;0;0;0;0;0;0
juin;0;0;0;0;2;0;0;0;0;0;0;0;0;0
levée;0;0;0;0;1;1;0;0;0;0;0;0;0;0
couvre;0;0;0;0;2;0;0;0;0;0;0;0;0;0
ad;0;0;0;0;1;0;0;0;0;0;1;0;0;0
inutile;0;0;0;0;2;1;0;0;0;0;0;0;0;0
association;0;0;0;0;1;3;0;0;2;2;2;0;1;0
dirigé;0;0;0;0;1;0;1;0;1;0;0;0;0;0
assurance;0;0;0;0;2;1;1;1;0;0;0;0;0;0
science;0;0;0;0;1;2;0;0;1;0;0;0;0;0
tas;0;0;0;0;1;0;0;0;3;0;0;0;2;0
trivial;0;0;0;0;2;0;0;0;0;0;0;0;0;0
méfier;0;0;0;0;1;0;0;0;2;0;0;0;0;0
canton;0;0;0;0;5;0;0;0;0;0;0;0;0;0
malades;0;0;0;0;1;0;0;1;0;0;1;0;0;0
heureusement;0;0;0;0;1;1;0;1;2;0;0;0;0;0
recherches;0;0;0;0;1;0;0;0;1;0;0;0;0;0
mesures;0;0;0;0;1;2;0;0;1;0;0;0;0;0
prises;0;0;0;0;1;0;0;0;0;0;0;0;0;1
situation;0;0;0;0;1;5;3;2;0;0;0;0;0;0
territoire;0;0;0;0;1;0;0;0;1;0;0;0;0;0
éternelle;0;0;0;0;2;0;0;0;0;0;0;0;0;1
saint;0;0;0;0;1;0;1;0;0;0;1;0;0;2
masques;0;0;0;0;2;0;0;1;0;1;0;0;0;0
revenir;0;0;0;0;2;0;1;0;0;0;0;0;0;2
instant;0;0;0;0;1;0;0;0;1;1;0;0;1;0
barré;0;0;0;0;1;0;0;0;0;0;0;0;0;1
amusant;0;0;0;0;1;1;0;0;1;0;0;0;0;0
pensais;0;0;0;0;1;0;0;0;1;0;0;0;0;0
efficacité;0;0;0;0;1;0;1;0;1;0;0;0;0;0
surpris;0;0;0;0;1;0;0;0;0;0;0;0;2;0
obligatoire;0;0;0;0;1;0;0;0;0;1;0;0;0;0
enlevé;0;0;0;0;1;0;0;0;0;1;0;0;0;0
attendait;0;0;0;0;1;1;0;0;0;0;0;0;0;0
résident;0;0;0;0;1;0;0;0;0;0;0;1;0;0
population;0;0;0;0;4;0;1;0;6;0;0;0;0;0
rhétorique;0;0;0;0;2;1;0;0;1;0;0;0;0;0
impossible;0;0;0;0;2;1;0;0;0;2;1;0;0;0
croient;0;0;0;0;2;0;0;0;0;0;0;0;0;0
forcé;0;0;0;0;2;0;0;0;0;0;1;0;0;0
chantage;0;0;0;0;2;0;0;0;0;0;0;0;0;0
sachez;0;0;0;0;1;0;2;0;0;0;0;1;0;0
entrer;0;0;0;0;1;1;1;0;0;0;1;0;0;0
chante;0;0;0;0;1;0;0;0;0;1;0;0;3;0
attendant;0;0;0;0;1;0;2;0;1;2;0;1;0;0
talons;0;0;0;0;1;0;0;0;0;0;0;0;1;0
rapide;0;0;0;0;1;0;0;0;0;0;1;0;0;0
drama;0;0;0;0;1;0;0;0;0;0;1;0;0;0
catastrophique;0;0;0;0;2;0;0;0;1;0;0;0;0;0
centre;0;0;0;0;1;0;0;0;0;1;0;0;0;1
christ;0;0;0;0;1;0;0;0;0;0;0;0;0;3
